"","var","coef","se","model"
"(Intercept)138","(Intercept)",-16.1620336138025,5.56852951589352,"optimal"
"gdppc.gap.ln_l138","gdppc.gap.ln_l",3.60561860553629,1.29656158280904,"optimal"
"I(gdppc.gap.ln_l^2)138","I(gdppc.gap.ln_l^2)",-0.207124358143243,0.0748320244021831,"optimal"
"(Intercept)49","(Intercept)",-17.2221701833261,5.47258566919288,"nearest"
"gdppc.gap.ln_l49","gdppc.gap.ln_l",3.8413027501998,1.27427025220644,"nearest"
"I(gdppc.gap.ln_l^2)49","I(gdppc.gap.ln_l^2)",-0.220008869515431,0.0735501717206472,"nearest"
"(Intercept)139","(Intercept)",-17.33628824784,5.54354448330701,"optimal"
"gdppc.gap.ln_l139","gdppc.gap.ln_l",3.87126145892901,1.29132803879365,"optimal"
"I(gdppc.gap.ln_l^2)139","I(gdppc.gap.ln_l^2)",-0.221922725407324,0.0745600485474643,"optimal"
"(Intercept)50","(Intercept)",-17.0494750139913,5.49773772276474,"nearest"
"gdppc.gap.ln_l50","gdppc.gap.ln_l",3.81910815991772,1.27966603517095,"nearest"
"I(gdppc.gap.ln_l^2)50","I(gdppc.gap.ln_l^2)",-0.21974978403354,0.073833304758944,"nearest"
"(Intercept)140","(Intercept)",-16.9013547989893,5.49678740482906,"optimal"
"gdppc.gap.ln_l140","gdppc.gap.ln_l",3.7832946740023,1.27996805950262,"optimal"
"I(gdppc.gap.ln_l^2)140","I(gdppc.gap.ln_l^2)",-0.217620917761463,0.0738830026572677,"optimal"
"(Intercept)51","(Intercept)",-16.2757773316183,5.42579781022719,"nearest"
"gdppc.gap.ln_l51","gdppc.gap.ln_l",3.62470674075721,1.26046740138784,"nearest"
"I(gdppc.gap.ln_l^2)51","I(gdppc.gap.ln_l^2)",-0.207794158048434,0.0725983505588853,"nearest"
"(Intercept)141","(Intercept)",-17.0753185444234,5.40018155697398,"optimal"
"gdppc.gap.ln_l141","gdppc.gap.ln_l",3.81844088637136,1.25363454787411,"optimal"
