"","var","coef","se","model"
"year19863","year1986",0.769870990884481,0.539181370608907,"imp12.csv"
"year19873","year1987",1.58588156315953,0.411308161627437,"imp12.csv"
"year19883","year1988",-0.191001008517226,0.671756730451015,"imp12.csv"
"year19893","year1989",1.62478401924838,0.418747178601772,"imp12.csv"
"year19903","year1990",1.77303565202204,0.365757902598638,"imp12.csv"
"year19913","year1991",0.667193519325182,0.452391881194258,"imp12.csv"
"year19923","year1992",0.766569008029084,0.473143918156996,"imp12.csv"
"year19933","year1993",-0.090686038552225,0.603646271800524,"imp12.csv"
"year19943","year1994",-0.417595024994655,0.684612472031025,"imp12.csv"
"year19953","year1995",-0.172236028925986,0.679971367976893,"imp12.csv"
"year19963","year1996",-1.27694743166323,0.162747787806349,"imp12.csv"
"year19973","year1997",0.578127569373994,0.560048893317271,"imp12.csv"
"year19983","year1998",0.0229933824208665,0.58047597259194,"imp12.csv"
"year19993","year1999",1.13824941446964,0.44273131002956,"imp12.csv"
"year20003","year2000",1.13800673120145,0.390759743397904,"imp12.csv"
"year20013","year2001",0.375100204933646,0.551065132389661,"imp12.csv"
"year20023","year2002",0.140839010758538,0.588943488329111,"imp12.csv"
"year20033","year2003",0.424198336111464,0.465313717895052,"imp12.csv"
"year20043","year2004",0.269264130832157,0.50118184368832,"imp12.csv"
"year20053","year2005",1.04023991406994,0.392818009499378,"imp12.csv"
"year20063","year2006",0.480479004220556,0.514205510083195,"imp12.csv"
"year20073","year2007",1.10579300585034,0.389399757456942,"imp12.csv"
"year20083","year2008",0.257632138115013,0.518179710059067,"imp12.csv"
"year20093","year2009",1.0097433283226,0.454437813894124,"imp12.csv"
"year20103","year2010",0.497688832819614,0.49390724702068,"imp12.csv"
"year20113","year2011",1.124682780417,0.385451232265647,"imp12.csv"
"year20123","year2012",0.721143096247096,0.461242405956337,"imp12.csv"
"year20133","year2013",0.771731395618757,0.420149761309402,"imp12.csv"
"year20143","year2014",1.02004775972575,0.446367623646075,"imp12.csv"
"year20153","year2015",1.06935801737414,0.396630561885915,"imp12.csv"
"year20163","year2016",0.369744505386443,0.509552790491154,"imp12.csv"
"year20173","year2017",1.1670249265942,0.415758749012439,"imp12.csv"
"year20183","year2018",0.250614682994738,0.504544461769483,"imp12.csv"
"year20193","year2019",1.22032714641225,0.373260931861405,"imp12.csv"
"(Intercept)4","(Intercept)",-26.8570448852618,4.19868946215637,"imp13.csv"
"gdppc.gap.ln_l4","gdppc.gap.ln_l",4.44372340278238,0.954608550779561,"imp13.csv"
"I(gdppc.gap.ln_l^2)4","I(gdppc.gap.ln_l^2)",-0.243090478495159,0.0547354143832456,"imp13.csv"
"growth.gap.5_l4","growth.gap.5_l",-0.592531845368167,1.47844386259763,"imp13.csv"
"pop_ln_l4","pop_ln_l",0.262145134325689,0.0409075853735861,"imp13.csv"
"polity2_l4","polity2_l",-0.0133230717962437,0.0131648777287454,"imp13.csv"
"I(polity2_l^2)4","I(polity2_l^2)",-0.0096613959310025,0.00217871085906181,"imp13.csv"
"Polity5_durable_ln_l4","Polity5_durable_ln_l",-0.117031118829439,0.0536147837911748,"imp13.csv"
"BESS_plus_WB_Urbanization_l4","BESS_plus_WB_Urbanization_l",-0.00643378853085211,0.00483517825503521,"imp13.csv"
"VDEM_v2x_execorr_l4","VDEM_v2x_execorr_l",0.631103639555111,0.286131812931062,"imp13.csv"
"Mean_year_schooling_interpolated_l4","Mean_year_schooling_interpolated_l",0.0688542712890111,0.030459782603154,"imp13.csv"
"oil.pc.ln_l4","oil.pc.ln_l",-0.0128544605943209,0.0141569866166758,"imp13.csv"
"sum.nvc.nonviol4","sum.nvc.nonviol",0.33927225470827,0.138639530021402,"imp13.csv"
"sum.nvc.nonviol_l4","sum.nvc.nonviol_l",0.666372272958228,0.139554710015932,"imp13.csv"
"cumsum.nvc.nonviol4","cumsum.nvc.nonviol",0.144409540640112,0.0443711471461238,"imp13.csv"
"year19514","year1951",1.08492400879455,0.693541913193725,"imp13.csv"
"year19524","year1952",0.996757265223086,0.687950504800088,"imp13.csv"
"year19534","year1953",-0.0974320292470778,0.0388524995715544,"imp13.csv"
"year19544","year1954",-0.102962958279864,0.0712113390340788,"imp13.csv"
"year19554","year1955",-0.132375036385253,0.0665548430866146,"imp13.csv"
"year19564","year1956",2.06037019927433,0.422231712911528,"imp13.csv"
"year19574","year1957",0.423157109444557,0.71018615488258,"imp13.csv"
"year19584","year1958",0.54626078409567,0.70443255122738,"imp13.csv"
"year19594","year1959",-0.424804583666943,0.0948479024200021,"imp13.csv"
"year19604","year1960",1.79735899347122,0.483626637183389,"imp13.csv"
"year19614","year1961",0.348493724208928,0.694234661724425,"imp13.csv"
"year19624","year1962",0.314694732204548,0.693852980832162,"imp13.csv"
"year19634","year1963",0.406075806592311,0.680352438505974,"imp13.csv"
